username,job_titles,skills
abhishek-ozarde-51b5abb7,"[category management intern,area business manager,management trainee]","[microsoft excel,microsoft office,microsoft word,customer service,powerpoint,research,management,public speaking,leadership,social media,strategic planning,microsoft powerpoint,team management,project management,business strategy,sql,matlab,marketing strategy,market research,business analysis,business development,marketing,digital marketing,marketing management]"
abhishek-p-raikar,"[center manager, firm assistant manager,sales and operations,intern]","[crm,composites,presentations,database management system (dbms),customer base,vendors,networking,sap fieldglass,drill rigs,mysql,microsoft excel,microsoft powerpoint]"
abhishek-pal-15545795,"[product growth,product and analytics,data science analyst,uare fellow,research internship,business analyst - international finops]","[matlab,r,powerpoint,english,programming,igor pro,weka,solidworks,computer vision,c,c++,java,python,research,teamwork,data analysis,microsoft word,microsoft excel,public speaking,microsoft office]"
abhishek-pal-64a721128,"[system engineer,assistant team manager,assistant team manager]","[social media,research,marketing,leadership,microsoft word,microsoft excel,public speaking,customer service,microsoft office,microsoft powerpoint]"
abhishek-paliwal-productowner,"[product owner,product owner,google student ambassador,manager,business analyst,business analyst]","[scrum,data visualization,software development,requirements analysis,web services,programming,requirements gathering,consulting,sports marketing,r,core java,pl/sql,oracle,peoplesoft,peoplesoft hrms,spss,peopletools,sqr,predictive analytics,sports analytics,agile methodologies,sql,html,java,mysql,data analysis,microsoft office,business analysis]"
abhishek-pancholi-050578162,"[market researcher,convenor, finance committee,publicity executive,cinematographer,marketing coordinator,social media marketing intern,business analyst]","[management,leadership,data analysis,cinematography,marketing,project management,camera operation,social media marketing,publicity,microsoft office,microsoft excel,microsoft word,microsoft powerpoint,c (programming language),adobe photoshop,adobe premiere pro,public speaking,team leadership,team management,r- language,sql,python (programming language),market research]"
abhishek-pandey-0a7762228,"[career counselor,health advisor,senior associate at medical directorate]","[human resources (hr),problem solving,strategy,customer service,project management]"
abhishek-pandey-37ba8b11a,"[commercial officer,buying & merchandising ,back office executive]","[retail sales,inventory control,point of sale (pos) systems,cash handling,cashiering,sales]"
abhishek-pandey-38059baa,"[senior manager facilities & administration,admissions senior manager ]","[administration,management information systems (mis),distribution management,retail category management,solution selling]"
abhishek-pandey-515576227,"[associate service consultant,customer service representative,cashier,community youth leader]","[operations management,problem solving,sales operations,analytical skills,customer experience,customer satisfaction,quality management,good communication skill,relationship building,executive management,organization skills,time management,interpersonal skills,customer support,adaptive learning,punctuality ,operations,customer relationship management (crm),teamwork,leadership,management,communication,team leadership,customer service]"
abhishek-pandey-533401162,"[marketing developer ,marketing developer,assistant manager]","[digital marketing,adobe photoshop,search engine optimization (seo),problem solving,leadership,management,microsoft word,microsoft excel,public speaking,customer service,microsoft office,business development]"
abhishek-pandey-729bbb136,"[sde-1,program analyst,software engineer,software engineer,software engineer]","[dynamic programming,graph theory,algorithms,java,data structures]"
abhishek-pandey-762bbb167,"[administrative lead,senior facilities manager,assistant facilities manager,service engineer,maintenance engineer,program manager]","[collaborative problem solving,social media,creative problem solving,leadership,microsoft word,microsoft excel,public speaking,customer service,microsoft office,microsoft powerpoint]"
abhishek-pandey-b2326918,"[manager facilities administration,assistant manager administration and facility branch offices delhi ncr,executive administration and facility,senior manager administration & facilitys ]","[vendor management,employee relations,training,performance management,employee engagement,leadership,management,microsoft excel,team management,customer service,microsoft office]"
abhishek-pathak-66628913a,"[retail associate,customer service advisor,customer relationship management manager,cashier,supply analyst,senior retail associate]","[commerce,customer relationship management (crm),business relationship management,cashiering,retail operations,retail,customer service]"
abhishek-pathak-77b34a120,"[personal banker,senior sales executive,area manager,business manager]","[customer relationship management (crm),sales management,office administration,sales operations,car loans,home loan,mortgage loan,casa,sales,marketing,leadership,management,microsoft word,microsoft excel,team leadership,team management,customer service,microsoft office,business development]"
abhishek-pawar-172546196,[software engineer],"[operating systems,cascading style sheets (css),joomla!,time management,c++,html,javascript,leadership,data structures]"
abhishek-pengoria-13176018,"[strategy consultant,sr. engineer at jaypee power,senior manager,deputy manager,senior manager,intern,manager]","[operations management,supply chain management,production management,lean six sigma,enterprise technology sales,enterprise solution sales,strategic consulting,technology consulting,market research,project management,business development]"
abhishek-powar,"[python backend intern,software engineer,software developer]","[amazon web services (aws),django,postgresql,linux,hadoop,docker,git,microservices,sql,java,javascript,data structures,python (programming language)]"
abhishek-prasad-2a0a743b,"[category manager,state head,manager, trade facilitation,centre manager]","[operations management,management,market research,team management,business strategy,business development,microsoft powerpoint]"
abhishek-pratap-singh-0b989124,"[talent acquisition - tech, product and data science,talent acquisition - tech, product and data science,lead technical recruiter,recruiter,senior technical recruiter,technical recruiter,lead - tech leadership hiring,co-founder,associate technical recruiter]","[recruiting,screening,talent acquisition,team building,recruitments,talent management,sourcing,human resources,internet recruiting,interviews,executive search,technical recruiting,business intelligence,temporary placement,consulting,screening resumes,stakeholder management,teamwork,management,team leadership,team management]"
abhishek-pratap-singh-32b222125,"[mobile development lead,co-founder,cohortian,react native developer,android developer,senior software engineer,founder]","[react native,android development,entrepreneurship,django rest framework,git,wordpress,chess,natural language processing (nlp),java,python]"
abhishek-pundir-9a4a9763,"[international business development in rice,merchandise planner,merchandise planner,management trainee,online account manager,merchandising assistant]","[powerpoint,english,social media,photoshop,analysis,research,teamwork,marketing,management,microsoft word,market research,microsoft excel,public speaking,team leadership,team management,microsoft office,business development]"
abhishek-purty-9b5326136,"[qa executive,quality control,rebel foods pvt ltd,rebel foods pvt ltd,rebel foods pvt ltd,rebel foods pvt ltd,rebel foods pvt ltd]","[biotechnology,scanning electron microscopy,microbiology,polymerase chain reaction (pcr),high-performance liquid chromatography (hplc),crystallization,tissue culture,plant design,plant breeding,plant tissue culture,elisa,biochemistry,molecular biology,sds-page,gel electrophoresis,cell culture,life sciences,food safety,food processing,food microbiology,frozen food,food packaging,food safety management system,food preparation,food science,food security,food industry,food & beverage,fostac supervisor,industrial microbiology,quality control,water quality,quality, health, safety, and environment (qhse),downstream processing,plant tissue culture,hazard analysis and critical control points (haccp),good manufacturing practice (gmp),good laboratory practice (glp),ghp,chromatography,liquid chromatography-mass spectrometry (lc-ms),environmental microbiology,electrophoresis,safety management systems,electron microscopy,research,management,microsoft office,microsoft powerpoint]"
abhishek-raikar-6b248927,"[talent acquisition and management,talent acquisition specialist,human resource intern at gsl, ministry of defence (a govt. of india undertaking),talent acquisition,campus recruiter]","[talent acquisition,recruiting,technical recruiting,college recruiting,human resources,executive search,stakeholder management,management,team management]"
abhishek-rairikar-23ba32124,[quality assurance engineer],"[java,manual testing,selenium,software testing life cycle (stlc),agile testing,git,test cases,quality assurance,testing tools,html,java,mysql,research,microsoft excel,python (programming language)]"
abhishek-rana-6b7a94b1,"[software engineer intern,sde 3,software engineer,software engineer]","[machine learning,programming,node.js,linux,php,php,software development,amazon web services (aws),libgdx,box2d,databases,algorithms,c,c++,sql,java,mysql,python,javascript,data structures]"
abhishek-rana-9175b1146,"[talent acquisition specialist,talent acquisition - technology ,talent acquisition ,senior talent acquisition specialist,talent partner,talent partner,intern,assistant manager]","[human resources,social media,staffing ,recruiting,sourcing,screening,interviewing,hiring,leadership,management,microsoft word,microsoft excel,public speaking,team management,microsoft powerpoint]"
abhishek-ranjan-171828125,"[associate software engineer,sde (dev - 2) ]","[problem solving in data structure and algorithms,problem solving in data structure and algorithm,c (programming language),competitive programming,cascading style sheets (css),object-oriented programming (oop),hive,apache oozie,sqoop,git,hdfs,jenkins,algorithms,c,c++,sql,html,data structures,python (programming language)]"
abhishek-rathore-519068a6,"[structures engineer,structures engineer,assistant engineer (structure),assistant engineer,summer internship,senior engineer]","[civil litigation,microsoft word,microsoft office,microsoft excel,powerpoint,team management,html,customer service,autocad,english,leadership,research,construction,civil engineering,engineering,project planning,project coordination,team leadership,teamwork,project management,contractors,inspection,python (programming language),structures,microsoft azure,azure devops server,microsoft azure machine learning,pandas (software),numpy,git]"
abhishek-rattu,"[senior engineer,summer intern]","[c++,data structures,linux device driver,web development,machine learning,front-end development,html,python (programming language),sql,cascading style sheets (css),c (programming language),bootstrap,git,linux,database management system (dbms),kernel programming,unit testing,code coverage]"
abhishek-raushan-ab6864113,"[trainee (asp.net),trainee (web technology),software engineer ll,intern,software engineer]","[internet of things,computer networking,web development,big data,operating systems,computer architecture,html5,css,core java,web applications,.net framework,android development,asp.net,c#,jquery,php,c,c++,sql,java,python,javascript,data structures]"
abhishek-raut-a0128a194,[community associate],"[adobe photoshop,it management,modeling,healthcare,mobile marketing,photography,mobile testing]"
abhishek-rocker-072293137,"[senior sales representative,consultant]","[sales operations,customer satisfaction,sales,leadership]"
abhishek-roy-1018311a5,"[company owner,relationship manager,business partner,chief executive officer,freelance web developer,business partner,business partner]","[digital marketing,social media marketing,wordpress website maker,social media,wordpress,start-ups,writing,web content writing,marketing]"
abhishek-s-v-83a3aaa3,"[hr payroll executive,hr intern,executive - human resources,sr. associate - human resources,it recruiter]","[analysis,powerpoint,strategic planning,recruiting,hr operations,employee engagement,staffing coordination,human resources (hr),research,teamwork,leadership,management,microsoft word,microsoft excel,public speaking,team management,microsoft office,business strategy]"
abhishek-sagar-5b4947147,"[store manager,assistant manager]","[time management,training,multitasking,quick study,teamwork,leadership,communication,customer service]"
abhishek-sancheti-4556397a,"[process engineer,vocational trainee,content specialist,summer intern,product manager]","[c (programming language),process engineering,data mining,tableau,autocad,aspen plus,data science,big data analytics,matlab,product management,product development,jira,figma (software),sql,microsoft office,python (programming language)]"
abhishek-sangal-01a02b1a,"[manager,senior business development ex.,senior executive,senior manager]","[new business development,english,vendor management,vendor relations,supply chain management,procurement,operations management,key account management,key account development,sales management,processes development,forecasting,e-commerce,marketing,management,market research,team management,microsoft office,business strategy,business development]"
abhishek-sarbariya-86033a22,"[sr.officer ""fig commodity business"",sales officer,sales officer,area sales manager,area sales manager,regional sales head,area manager]","[situational sales negotiation,team management]"
abhishek-saxena-9ba7671a9,"[sales manager,business development manager]","[sales management,oral communication,punctual,sales & marketing,sales,leadership,management,team leadership,team management,customer service]"
abhishek-sharma-03a0301b8,"[software engineer intern,technical associate]","[engineering,english,strategy,php,object-oriented programming (oop),c#,asp.net mvc,asp.net core,ajax,html5,cascading style sheets (css),software development,microsoft sql server,docker,microservices,ocelot,entity framework (ef) core,c++,sql,mysql,javascript,communication,project management]"
abhishek-sharma-37b739159,"[technical operations engineer,portfolio manager,senior fulfillment expert,fulfillment expert ]","[social media,research,leadership,management,microsoft word,microsoft excel,public speaking,team management,customer service,microsoft powerpoint]"
abhishek-sharma-536107135,"[sde intern,sde 1]","[software development,go (programming language),programming,web development,c (programming language),react.js,git,amazon web services (aws),docker,c++,sql,teamwork,data structures,team management,python (programming language)]"
abhishek-sharma-661a6093,"[associate software engineer,software engineer,senior software engineer,senior software engineer,student intern]","[algorithms,core java,jquery,spring framework,hibernate,rdbms,android development,programming,c,c++,sql,javascript,data structures]"
abhishek-sharma-69aa4262,"[merchandise manager retail,asst. manager merchandise planning,category manager,brand manager, john jacobs,intern]","[powerpoint,negotiation,banking,crm,analysis,competitive analysis,warehousing,mis,teamwork,marketing,management,market research,team management,business analysis,business strategy,business development]"
abhishek-sharma-7823a521,"[strategic planning and initiatives,business finance fresh loans and gold monetisation,head of global operations,business finance manager auto and bike categories,project lead ,manager projects,deputy manager solar projects]","[strategic planning,business finance,corporate finance,operations management,business process improvement,energy,smart grid,vendor management,product development,project planning,business analytics,revenue management,pricing strategy,sustainable energy,financial analysis,financial planning,inventory management,management consulting,customer relationship management (crm),matlab,simulink,bloomberg,bloomberg terminal,tableau,problem solving,cross-functional team leadership,negotiation,excel miner,tibco,jmp,solar pv,alternative energy,cleantech,global vendor management ,planning budgeting & forecasting,precision tree ,equities lab,pricing analysis,growth strategies,strategic planning for growth,operations strategy,leadership,management,team leadership,team management,business strategy,project management,business development]"
abhishek-sharma-80361314a,"[data scientist,trainee decision scientiest]","[c (programming language),database management system (dbms),programming,data entry,data mining,statistical data analysis,big data,tableau,reporting & analysis,anaconda,c++,java,data analysis,microsoft excel,python (programming language)]"
abhishek-sharma-8930125a,"[marketing manager,campus ambassador program head,digital marketing intern,associate system engineer,category market manager,zonal head,management trainee,sports marketing intern,assistant general manager]","[event management,fantasy football,football coaching,cricket coaching,sports management,crunching numbers,ibm bpm,blogger,entrepreneurship,sports coaching,autocad,structural analysis,modeling,civil engineering,staad,structural engineering,cad,ms project,matlab,social media marketing,digital marketing,powerpoint,marketing strategy,social media,analysis,strategic planning,c,c++,sql,html,java,research,teamwork,marketing,leadership,management,data analysis,microsoft word,market research,microsoft excel,public speaking,team management,microsoft office,business strategy,project management]"
abhishek-sharma-992b44104,"[senior team lead,senior team lead,team leader,senior associate,dse]","[sales operations,management information systems (mis),sales,team management,business strategy]"
abhishek-sharma-b6033222,"[director - marketing,associate director marketing,account manager,account development manager,teritorry account manager,technical support asociate]","[manage client relationships,business consulting,industry analyst relations,dependable team player,business development]"
abhishek-sharma-b769bab0,"[java developer,software engineer,senior software engineer]","[core java,spring boot,c (programming language),java enterprise edition,spring framework,restful webservices,javaserver pages (jsp),spring mvc,hibernate,java database connectivity (jdbc),linux,junit,git,c,c++,sql,java,research,leadership,management,microsoft word,data structures,microsoft office]"
abhishek-shaw-30a5b64b,"[management trainee,assistant sales manager]","[event management,marketing strategy,financial analysis,marketing,management,market research,microsoft office,business strategy,business development]"
abhishek-shetty-7b625ab7,"[associate manager,business developement manager at runnr,risk investigator,sales manager,head - emerging cities,city head,state operations head,assistant manager logistics]","[powerpoint,microsoft word,team management,customer service,microsoft office]"
abhishek-shinde-4578339a,"[associate vice president- digital marketing strategy, campaigns & acquisitions,assistant vice president - digital marketing strategy,sr. manager- digital campaigns and acquisitions seo & sem,digital media marketing manager,sr.business analyst,sr.business analyst,associate consultant,avp - digital growth. ]","[digital marketing,e-commerce seo,google adwords,web marketing,social media marketing,ppc,doubleclick for publishers,seomoz,online marketing,seo,strategy,web analytics,team management,business strategy]"
abhishek-shukla-342151184,"[software development engineer ii,web developer intern,subject matter expert,software developer,senior software engineer]","[php,node.js,javaserver pages (jsp),spring framework,django,laravel,codeigniter,git,ajax,mongodb,jquery,json,html,java,javascript,python (programming language)]"
abhishek-shukla-ab721414b,"[product design intern,executive member,executive member,research intern,event organizer,coordinator,data scientist]","[data science,data engineering ,data science,pricing and promotions modelling (pnp),data analysis]"
abhishek-singh-5566b3129,"[marketing intern,student ambassador,augmented reality development intern,strategic marketing intern,training course,internship,training course,training course,product analyst,executive committee member]","[pay per click (ppc),search engine optimization (seo),online advertising,creative writing,digital marketing,android development,machine learning,strategic planning,financial accounting,financial statements,corporate finance,business intelligence (bi),business analytics,financial modeling,adobe photoshop,cascading style sheets (css),c#,core java,c (programming language),google analytics,google ads,windows movie maker,augmented reality (ar),virtual reality (vr),cash flow analysis,web content optimization,content planning,marketing strategy,content marketing,c,c++,html,java,python,research,leadership,microsoft word,microsoft excel,public speaking,microsoft office,business strategy,project management,microsoft powerpoint,python (programming language)]"
abhishek-singh-599207178,"[senior business development executive,senior executive talent acquisition,human resources executive,manager talent management]","[recruiting,hr operations,employee relations,hr policies,hr management,human resources information systems (hris),employee engagement,joining formalities,exit formalities]"
abhishek-singh-6596291a0,"[engineer intern,trainee,account manager,strategic client partner ,trainee decision scientist]","[data analytics,consulting,r,sql,sales]"
abhishek-singh-769482193,"[subject matter expert (physics), iit madras,subject matter expert,manager - curriculum development,faculty]","[engineering,training,problem solving,presentations,wave hydrodynamics,design of offshore structures,statics and dynamics of marine vehicles,dynamics of offshore structures,finite element analysis (fea),computational fluid dynamics (cfd),advanced fluid mechanics,pipelines and risers,physics,mathematics,mathtype,storyboarding,scriptwriting,quality assurance,project planning,proofreading,curriculum assessment,curriculum development,research,leadership,communication,customer service,project management]"
abhishek-singh-8b608a114,"[sde ii,intern,software engineer,software engineer,software engineer]","[web development,scala,sqlite,bootstrap,cascading style sheets (css),akka,in memory databse,react.js,knockoutjs,docker,cloud foundry,rabbitmq,microservices,freemarker,c,c++,html,java,mysql,javascript]"
abhishek-singh-9304b8141,"[senior sales engineer,business specialist]","[engineering,marketing strategy,sales & marketing,microsoft project,solid edge,ansys,trading stock market,automation,sales,leadership,market research,microsoft excel,team management,project management,business development,microsoft powerpoint]"
abhishek-singh-9559961b1,"[javascript developer,software engineer]","[angular,node.js,mongodb,object-oriented programming (oop),algorithms,git,mysql,javascript,data structures]"
abhishek-singh-a221061a1,"[product designer,ui designer,uiux designer,uiux designer,uiux designer]","[design,open mind,adobe illustrator,adobe xd,adobe indesign,adobe photoshop,design research,creative strategy,ploblem solving,communication]"
abhishek-singh-b919b489,"[legal assistant (part time services),senior legal counsel,legal manager,legal supervisor,intellectual property specialist/ patent attorney,summer legal intern (ip),legal intern ,project engineer,engineering intern,engineering intern,co-founder,legal intern ]","[engineering,patent,patent prosecution,intellectual property,mechanical engineering,ip,prosecution,patent searching,patentability,patent analysis,legal research,legal writing,litigation,contract law,prior art search,copyright law,trademarks,trademark & copyright prosecution,patent drafting,legal contract review,contract writing,law,legal advice,legal assistance,blogging,legal opinions,food law,food & drug law,food & beverage,fema,fdi,corporate law,litigation management,litigation support,legal liability,legal compliance,licensing,due diligence,commercial litigation,civil litigation,dispute resolution,negotiation,commercial contracts,legal document preparation,legal consulting,mergers & acquisitions (m&a),regulatory compliance,funding,operational due diligence,public speaking]"
abhishek-singh-bhadouria-2841601b3,"[teaching assistant,doubt solver,subject matter expert]","[online content,doubt solver,video solution,strategy,scientific writing,training,problem solving,teaching,online content creation,assistant teaching,teaching material,academic writing,tutoring,academic editing,subject matter experts,sme,k-12 education,video solution maker,online teaching,e-learning,online teach,cbse ncert expert,chemistry,organic chemistry,physical chemistry,inorganic chemistry,analytical chemistry,spectroscopy,doubt solving,research,leadership,communication]"
abhishek-singh-bhardwaj,"[fiber engineer,drive test engineer,ground penetrating radar engineer,intracity fiber engineer]","[project planning,optical fiber,fiber to the x (fttx),project management,optimization,radio frequency (rf),network engineering,project coordination,telecommunications,project engineering,microsoft office,microsoft excel,management,team management,mapinfo professional,network performance,antennas,networking,epl,google earth,data tansmission,sue (sub surface utility engineer),gpr ( ground penetrating radar ),mala 750, gssi 250 & 400,cat - 4,genny - 4,fiber optic networks,engineering,fiber to the home (ftth),network optimization]"
abhishek-singhania-96394957,[manager],"[analysis,stock trading,team building,vba,advance excel,management accountant,management,market research,microsoft excel,customer service,microsoft office]"
abhishek-singla-33333b18,"[category manager,associate manager , operations & strategy,interest rate market trader,senior manager - ota channel strategy ( china & latam ),manager - international operations and expansion,senior strategy & ops manager , monetisation,intern]","[strategic planning,pricing strategy,financial analysis,c (programming language),management,team management,microsoft office,business strategy,project management]"
abhishek-singla-9a628780,"[software development engineer i,software engineer ,system engineer,software development engineer ii]","[spring boot,apache kafka,object-oriented programming (oop),software design,apache flink,elasticsearch,prometheus.io,new relic apm,redis,apache spark,algorithm development,rdbms,data streaming,aspect-oriented programming (aop),dropwizard,vert.x,rxjava,java,mysql,data structures,python (programming language)]"
abhishek-soni-323542166,"[system engineer,consultant]","[sql,microsoft power bi,qlik sense,business intelligence (bi),data modeling,data analysis,data visualization,reporting & analysis,qlikview,sap bi,microsoft sql server,mysql,microsoft office,interpersonal skills,dax,sap hana]"
abhishek-sonkar-7654b6b4,"[equity derivatives analyst,equity trader,stock analyst]","[equities,equity derivatives,trading,derivatives,capital markets,portfolio management,financial markets,investments,options,financial analysis]"
abhishek-sonkar-b782a0a0,"[senior technical lead,associate software engineer,game developer,software engineer,senior software engineer,senior software engineer]","[unity3d,c#,game development,game design,mobile games,game programming,programming,video games,mobile applications,unity,c (programming language),object-oriented programming (oop),sql,java,mysql,javascript]"
abhishek-sonowal-42075719,"[product analyst,assistant manager operations,associate business consultant,category market manager,management trainee]","[matlab,autocad,civil engineering,structural analysis,surveying,digital marketing,customer relationship management (crm),consulting,operations management,training,sales,operations,c,marketing,microsoft word,microsoft excel,microsoft office]"
abhishek-srivastava-36589656,"[deputy manager market development,associate manager,sr.marketing  executive,marketing & promotion executive,1 year  experience in marketing]","[teamwork skills,strong work ethic,emotional intelligence,analytical skills,strategy,digital marketing,negotiation,time management,people skills,international business,it service management,procurement,strategic sourcing,operations management,marketing,leadership,management]"
abhishek-srivastava-431988152,[associate sale ],"[convincing people,sales & marketing,screening,marketing strategy,leadership,microsoft word,team management,customer service,microsoft office,microsoft powerpoint]"
abhishek-tanwar-3895b486,"[senior quality engineer,automation test analyst,software test engineer,quality assurance analyst,senior qa analyst]","[computers,music,computer science,test automation,selenium,appium,quality assurance testing,software quality,test cases,java,team management]"
abhishek-thakur,"[talent acquisition,talent acquistion,lead recruiter,talent advisor,recruitment analyst,talent acquisition,engineering recruiter]","[training,recruiting,node.js,crm,executive search,vendor management,networking,talent management,program management,strategy,talent acquisition,technical recruiting,screening,performance management,sourcing,customer relationship management (crm),hiring,social recruiting,sales,management,team management,business analysis,business development]"
abhishek-tiwary-b6641152,"[senior manager,head of product,full time mba candidate 2014,parametric programmer,product manager,product manager,product manager,senior software engineer,gm,head of client services]","[e-commerce,product management,product strategy,marketing strategy,entrepreneurship,business intelligence,requirements gathering,business planning,strategy,project planning,consulting,product development,startups,problem solving,creativity,branding initiatives,programming,teamwork,management,market research,team management,business analysis,business strategy,project management]"
abhishek-tomar-88a17b155,"[e-commerce executive ,sr. e-commerce executive ,e-commerce executive ,senior account executive]","[english,analytical skills,production management,inventory management,research,marketing,communication,project management]"
abhishek-tripathi-554655146,"[internship trainee,trainee,team lead,manager]","[prayag boys weeding planner,teamwork,leadership,management,microsoft excel,team management,customer service]"
abhishek-tv-2b8563114,"[operations specialist - social media,community manager,social media officer,manager - community & orm]","[social media,marketing strategy,social media marketing,digital marketing,researching new technologies,google gadgets,multi-channel marketing,multi-channel campaign management,technical support,testing,online reputation management,community development,community engagement,community organizing,leadership,management,market research,team management,microsoft office]"
abhishek-vadodariya-a0808114b,"[managed network expert,industrial trainee,student ambassador,shift manager,graduate engineering trainee,summer intern]","[design of experiments (doe),aspen plus,communication,strategic planning,machine learning,project management,process optimization,minitab,microsoft office,microsoft word,microsoft excel,microsoft powerpoint,teamwork,public speaking,leadership,dwsim,imagej,design expert,productivity improvement,time management,logical reasoning,problem solving,emotional intelligence,personal development,conflict resolution,interpersonal communication]"
abhishek-varma-59bb44124,"[business technology solutions associate consultant,business technology solutions associate,data engineer]","[pyspark,cloud computing,big data,machine learning,extract, transform, load (etl),agile methodologies,object-oriented programming (oop),data science,multithreading,automation,systems design,algorithms,amazon web services (aws),flask,core java,java fx,apache airflow,apache,jenkins,mapreduce,c (programming language),rest apis,html5,cascading style sheets (css),nosql,mongodb,hadoop,amazon s3,apache spark,airflow,lean thinking,kubernetes,hive,data engineering,big data analytics,pyunit,amazon dynamodb,apache kafka,programming,c,c++,sql,java,mysql,python,javascript,data analysis,data structures,project management,python (programming language)]"
abhishek-varshney-056116193,"[teaching assistant,industrial training,senior engineer]","[underground structures,geotechnical investigation,ground improvement techniques,research and development (r&d),building materials,plaxis,technical report formation,mix design]"
abhishek-vekariya-89bb10217,"[cryptocurrency trader,data science intern,equity trader]","[data science,digital marketing,trading strategies,blockchain,analytical skills,gujarati,hindi,english,sales management,c++,teamwork,leadership,management,communication,microsoft word,microsoft excel,business strategy,project management,microsoft powerpoint,python (programming language)]"
abhishek-verma-06b4b920,"[software test engineer,senior software test engineer]","[sql db2,quality center,selenium testing,core java,regression testing,manual testing,qtp,test automation,selenium,defect tracking,jira,test execution,agile testing,software testing life cycle,bug tracking,software quality assurance,test estimation,system testing,test management,test strategy,web testing,test cases,oracle,sql,java]"
abhishek-verma-a07282157,"[intern,software developer,software developer]","[software development,algorithms,algorithm design,unreal engine 4,react.js,cascading style sheets (css),full-stack development,spring mvc,c++,html,java,javascript,data structures]"
abhishek-vg-36322b165,"[relationship manager,compliance manager]","[anti money laundering,tally erp,compliance management,standards compliance,public relations,bolt,trading,nest ,football,travel planning,employee relations,auditing,finance,enterprise resource planning (erp),banking,professional sports,regulatory compliance,forensic accounting,fraud investigations,microsoft office]"
abhishek-vichare-09630618b,"[senior analyst,senior associate]","[investment banking,client services,capital markets,microsoft excel,microsoft office]"
abhishek-vishwakarma-a2066a86,"[sap consultant,application developer,post graduate diploma trainee,stock trader]","[linux,core java,programming,css,software development,sap erp,sap workflow,abap web dynpro,abap-oo,webdynpro,hr abap,c,c++,sql,java,mysql]"
abhishek-vn-b2700449,"[senior team lead,teamleader]","[interpersonal skills,coaching,customer experience,decision-making,quality control,people management,landscaping,customer service management,customer service training,team development,small business management,customer service systems,group decision making,collaborative decision-making,satisfied clients,leadership,management]"
abhishek-wagh-5264261a3,"[management trainee,operations associate]","[business administration,administration,business,supply chain management,supply,operations,planning,warehouse operations,logistics management,marketing,leadership,management]"
abhishek-wahi-30aa3113a,"[cmt- marketing (central monitoring team),executive client onboarding team.,executive outbound calling,senior business development manager]","[capital markets,equities,finance,investment banking,management information systems (mis),investments,portfolio management,financial planning,cordinating,product management,product marketing,team management,project management,business development]"
abhishek17127,"[machine learning intern,tutor,software engineer]","[engineering,project management,english,research,volunteering,data structures,web development,machine learning,algorithms,front-end development,object-oriented programming (oop),python (programming language),databases,microsoft powerpoint,microsoft word,matlab,html5,cascading style sheets (css),javascript,analytical skills,java,presentation skills,teamwork,teaching,project planning,time management,collaborative problem solving,problem solving,react.js,software development,programming,html,node.js,express.js,mongodb,c++,python,mysql]"
abhishek19,"[summer research intern,vice president business development and finance,team leader social sector and external relation,program manager - analytics & growth,senior business analyst,business associate,analytics manager,business analyst]","[data science,sas programming,microsoft sql server,mechanical engineering,solidworks,organizational development,project coordination,thermal engineering,leadership,microsoft excel,team management,microsoft office]"
abhishek1997,"[senior illustrator,animation intern,design intern,illustrator,graphic designer]","[graphic design,digital illustration,illustration,logo design,vector illustration,flash animation,maya,digital painting,information graphics,adobe illustrator,adobe photoshop]"
abhishek20081999,"[student hustler,project engineer]","[microsoft azure,c#,c++,asp.net,c++,.net framework,entity framework,ado.net]"
abhishek2014jain,"[category manager,business development associate,operations intern,associate category manager,business development intern,sales and marketing intern,marketing communications intern,social media intern]","[public relations,sales management,social media marketing,category management,category insights,marketing,microsoft excel,microsoft office,business analysis,business strategy,business development]"
abhishek373,"[sr. product manager, zee digital publishing,sr. product manager, zee5 global,application developer -sap abap,executive product manager,sr. product manager - india consumer experience team,product manager]","[product management,project management,user experience,project planning,market research,usability testing,sdlc,operations management,it operations,marketing,consulting,engineering,analysis,business analysis,requirements analysis,strategic planning,strategy,business intelligence,testing,programming,business development,business strategy,analytical skills,web analytics,civil engineering,usability,e-commerce,sap,microsoft excel,microsoft office,autocad,c,powerpoint,microsoft word,c++,java,sap products,content management systems (cms),wordpress,google analytics,team management,management,training,team building,a/b testing,staad,search engine optimization (seo),google adwords,digital marketing,marketing automation]"
abhishekbadwaik,"[consultant - supply chain management,associate consultant,supply chain management intern,inventory specialist,fc operations,consultant - supply chain analytics]","[supply chain management,transportation management,supply chain analytics,operations management,supply chain optimization,inventory management,statistics,r (programming language),microsoft power bi,sql,microsoft excel,team management,python (programming language)]"
abhishekbalani93,"[founder,technical lead,module lead,sr. software engineer,sr. android developer,software developer - intern,sde3,software engineer,senior software engineer]","[amazon web services (aws),full sdlc,web development,database design,user interface design,user experience,blogging,seo,social media marketing,social media,web design,e-commerce,online advertising,online marketing,web analytics,content management,smo,affiliate marketing,search engine optimization (seo),software development,android,django,php,css,jquery,ajax,git,photoshop,after effects,wordpress,google analytics,google adwords,cms,linux,unix,databases,link building,social networking,web marketing,flask,hadoop,amazon elastic mapreduce (emr),elasticsearch,amazon cloudwatch,react.js,c++,sql,html,python,javascript]"
